status,credit_history,purpose,savings,employment_duration,installment_rate,personal_status_sex,other_debtors,present_residence,property,other_installment_plans,housing,number_credits,job,people_liable,telephone,foreign_worker,duration,amount,age,credit_risk
2,4,3,4,2,3,4,0,1,1,1,2,0,2,1,1,0,30,3496,34,1
0,0,10,1,2,3,2,0,1,1,2,2,0,2,0,1,0,18,2169,28,0
2,1,7,1,1,1,1,0,3,0,2,0,1,2,0,1,0,24,5743,24,1
2,3,0,1,2,1,4,1,2,1,0,2,1,3,0,1,0,24,11328,29,0
0,4,4,3,4,1,4,0,3,2,0,2,0,1,1,0,0,6,1750,45,1
2,3,4,0,4,1,1,0,3,1,2,2,0,2,0,1,0,24,5084,42,1
1,3,9,1,3,3,2,0,3,2,2,1,0,2,0,0,0,12,902,21,0
1,3,4,1,2,1,1,0,3,1,2,2,0,2,0,0,0,24,3660,28,1
3,1,3,0,4,3,4,1,3,0,2,1,1,2,0,0,0,24,3617,20,1
1,4,3,1,3,2,4,0,3,1,0,2,0,2,0,0,0,24,3552,27,0
0,3,7,1,2,3,4,0,3,0,1,0,0,2,0,1,0,36,1819,37,0
0,3,10,0,2,3,0,0,1,3,0,2,0,2,0,0,0,48,3914,38,0
2,1,1,2,1,3,0,0,1,1,2,2,0,2,0,1,0,24,3878,37,1
0,3,3,1,4,3,4,0,3,2,0,2,2,2,1,1,0,18,3422,47,1
1,3,3,1,2,2,4,0,1,3,2,2,0,2,0,0,0,9,2136,25,1
2,1,2,4,4,1,1,0,3,0,2,1,0,2,0,0,0,24,7758,29,1
1,1,2,1,4,3,4,0,3,0,2,0,1,3,0,0,0,12,1526,66,1
2,0,4,1,1,0,4,0,1,1,2,2,0,2,0,0,0,24,6403,33,1
1,3,1,1,1,3,1,0,3,1,2,2,0,2,0,1,0,36,1842,34,0
1,3,4,2,3,3,2,0,0,2,2,2,0,2,0,0,0,12,674,20,0
0,1,3,3,3,2,1,0,3,1,2,1,0,2,0,1,0,12,1402,37,1
2,3,1,0,0,0,4,0,1,2,2,2,0,0,0,1,0,6,14555,23,0
0,3,1,1,4,3,1,1,3,0,2,0,0,2,0,1,0,24,3757,62,1
1,1,3,0,1,1,1,1,2,3,2,1,1,2,0,0,1,10,2132,27,1
0,1,1,1,3,1,4,0,0,3,2,2,2,1,1,0,0,4,1455,42,1
3,3,10,1,3,1,4,0,3,2,2,1,0,2,0,1,0,15,2687,26,1
1,1,1,1,4,3,2,0,2,1,2,2,1,2,0,1,0,21,1602,30,1
2,0,1,0,2,3,1,0,3,1,2,1,1,2,0,1,0,24,1965,42,1
1,3,4,1,2,3,2,0,1,3,2,2,0,1,0,0,0,12,701,40,1
1,3,4,0,3,3,1,0,2,1,2,2,0,3,0,1,0,42,7174,30,0
0,3,9,0,0,3,4,0,3,2,2,2,0,3,1,1,0,6,1238,36,1
1,1,1,0,1,0,4,0,2,3,2,2,1,1,1,0,0,6,4716,44,1
0,1,4,1,2,1,1,0,1,1,1,2,1,2,0,0,0,36,9566,31,1
0,1,3,4,1,3,4,0,1,3,1,2,1,1,1,1,0,27,4526,32,1
2,3,4,0,4,1,1,0,3,1,2,2,0,2,0,0,0,30,2991,25,1
2,3,3,1,3,1,1,0,3,3,2,1,0,2,0,0,0,18,3001,40,1
1,3,1,1,4,0,0,0,3,2,2,2,0,3,0,1,1,14,8978,45,0
0,3,4,3,4,3,4,0,3,1,2,2,0,2,0,0,0,36,2299,39,1
2,1,7,4,4,3,4,0,2,0,2,0,1,2,1,0,0,9,1136,32,0
2,1,7,1,4,1,1,0,2,1,2,2,1,3,0,1,0,9,1501,34,0
2,1,2,2,0,2,4,0,3,1,2,2,0,2,0,0,0,45,4576,27,1
3,3,4,1,1,1,1,0,2,3,2,2,0,1,0,0,0,15,2327,25,0
2,3,2,1,2,0,1,0,3,1,2,1,1,3,0,0,0,24,11560,23,0
0,1,7,1,4,1,1,0,3,0,0,0,2,1,0,0,0,12,2748,57,1
0,3,7,1,4,3,4,0,3,1,0,2,0,1,1,0,0,12,719,41,0
0,1,4,1,3,3,1,0,3,1,2,1,0,3,0,1,0,30,4530,26,1
0,1,1,3,2,1,4,0,1,0,0,0,0,2,0,0,0,48,10127,44,0
1,3,3,1,3,0,1,0,3,1,2,1,0,1,0,0,0,21,3599,26,1
2,1,4,3,2,3,4,0,1,2,2,2,1,1,0,0,0,27,2520,23,0
0,1,4,4,4,3,4,0,3,1,2,2,1,2,0,0,0,18,1582,46,1
2,3,3,0,1,3,1,0,2,3,2,1,0,2,0,0,0,18,1924,27,0
0,3,4,3,4,2,4,0,3,1,2,2,0,2,0,0,0,22,2675,40,1
2,0,3,0,1,3,4,0,1,2,0,2,0,1,0,0,0,24,2333,29,1
1,2,4,1,2,3,4,0,1,2,2,1,1,2,0,1,0,12,6199,28,0
1,3,2,1,3,3,4,0,3,0,1,0,2,2,1,1,0,48,10297,39,0
1,3,4,1,2,2,4,0,1,1,2,2,0,3,0,0,0,27,3416,27,1
2,3,4,2,1,2,2,0,1,1,2,1,0,2,0,1,0,24,3092,22,0
0,1,4,4,2,3,1,0,0,3,2,2,1,1,0,0,0,24,1516,43,1
0,3,4,0,4,3,4,0,1,1,2,2,0,2,0,0,0,15,1979,35,1
2,1,1,1,0,3,2,0,1,1,2,2,1,3,0,0,0,30,4249,28,0
0,3,4,3,4,2,4,0,1,1,2,2,0,2,1,1,0,24,3430,31,1
2,2,1,1,1,1,1,0,0,3,2,1,1,0,0,0,0,15,1778,26,0
2,3,10,1,4,1,1,0,3,2,2,2,0,2,1,0,0,21,1188,39,0
2,4,2,1,0,0,4,0,1,0,0,0,0,3,0,1,0,42,9283,55,1
1,3,4,1,1,3,2,0,1,3,2,2,0,2,0,0,1,15,1053,27,1
2,1,3,1,4,2,1,0,3,2,2,2,0,2,0,1,0,18,3612,37,1
2,1,10,1,3,1,4,0,2,2,2,2,1,2,0,0,0,21,3652,27,1
3,3,5,1,2,1,4,0,1,1,2,2,0,2,0,1,0,10,1225,37,1
0,4,2,0,0,3,1,0,0,3,0,2,0,3,0,1,0,30,7485,53,0
0,3,10,1,3,3,4,0,0,3,2,2,0,2,0,1,0,24,1258,25,1
1,3,2,0,4,2,4,0,3,0,2,0,0,2,0,0,0,36,8335,47,0
0,4,10,1,2,0,1,0,0,3,1,2,0,2,0,0,0,48,3609,27,1
0,0,6,4,4,3,4,0,3,0,2,0,1,2,1,0,0,12,1555,55,0
1,3,1,1,2,2,1,0,1,2,2,2,0,2,0,1,0,15,3959,29,0
2,0,10,2,3,3,4,0,3,1,2,1,0,3,0,1,0,24,6967,36,1
2,0,0,2,0,1,4,0,3,0,2,0,0,3,0,1,0,48,7582,31,1
2,4,7,1,3,3,1,0,3,0,0,0,0,1,0,0,0,24,1837,34,0
1,3,4,1,2,2,1,0,1,1,2,2,0,2,0,1,0,48,6758,31,0
1,4,3,3,2,3,4,0,3,3,1,2,0,2,0,1,0,24,2483,22,1
1,2,10,0,1,1,4,0,2,1,0,2,2,2,0,0,0,30,8072,25,1
2,3,6,1,2,3,4,0,1,1,2,2,0,2,0,0,0,12,639,30,0
1,3,2,1,3,1,4,0,0,0,2,0,0,3,0,1,0,24,2910,34,1
2,0,4,0,2,0,4,0,0,3,2,2,0,1,0,0,0,60,7418,27,1
0,3,4,0,3,3,4,0,2,1,1,2,0,2,0,1,0,48,10222,37,1
2,3,6,1,1,2,2,0,0,2,2,2,0,1,0,0,0,6,454,22,1
0,3,10,4,2,1,4,0,2,2,2,2,2,3,0,1,0,24,4591,54,0
0,1,4,0,4,3,4,0,0,3,2,2,0,2,0,1,0,48,3578,47,1
2,0,4,0,2,1,4,0,1,0,2,0,0,3,0,0,0,60,9157,27,1
0,1,10,1,2,2,4,0,1,3,2,2,0,3,0,1,0,24,4526,74,1
0,0,10,1,1,0,0,0,0,1,2,2,1,2,0,0,0,36,9572,28,0
2,2,4,1,2,3,1,0,0,1,2,2,0,2,0,1,0,36,3804,42,0
1,1,1,1,4,3,4,0,2,2,2,2,1,2,0,0,0,12,691,35,0
0,3,2,0,4,3,4,0,3,3,2,2,0,3,0,1,0,21,2476,46,1
2,3,4,3,2,3,1,0,2,3,2,2,0,1,0,0,0,9,790,66,1
0,3,1,0,2,3,4,0,3,0,2,0,0,2,1,1,0,60,6527,34,1
2,4,1,2,2,1,2,0,1,2,2,1,0,2,0,0,0,15,1264,25,0
0,1,3,1,1,1,1,0,3,2,2,1,1,2,0,1,0,36,7127,23,0
0,1,3,1,3,1,4,0,1,2,2,2,1,1,0,0,0,24,2028,30,1
0,1,1,1,1,3,1,0,3,1,2,2,1,3,0,0,0,11,1393,35,1
2,3,1,0,2,0,1,0,1,3,2,2,0,1,0,0,0,9,3195,33,1
1,4,9,1,4,3,2,0,0,1,0,2,0,1,0,0,0,12,339,45,1
0,1,2,0,3,2,4,0,3,2,2,2,1,2,0,1,0,24,4042,43,1
0,3,3,1,2,3,1,0,0,3,2,2,0,2,0,1,0,12,763,26,1
0,1,4,0,4,3,4,0,3,2,2,2,1,2,0,0,0,24,2424,53,1
0,3,2,1,2,1,4,0,1,0,2,0,0,3,0,1,0,36,4686,32,1
0,1,1,1,2,0,4,0,3,2,2,2,1,1,0,0,0,11,7228,39,1
0,3,1,1,2,0,4,0,3,2,2,2,0,1,1,0,0,24,7393,43,1
0,3,1,0,1,1,4,0,2,2,2,2,0,3,1,1,0,12,3527,45,1
1,1,1,1,3,3,1,0,2,2,2,2,1,2,0,0,1,6,609,37,1
2,3,2,3,1,2,1,0,3,1,2,1,0,2,0,0,0,24,4113,28,0
2,1,4,1,2,0,1,0,0,3,2,2,0,1,0,0,0,12,3573,23,1
0,1,3,0,4,3,4,0,3,2,2,2,0,2,0,0,0,15,1520,63,1
3,1,4,0,2,2,4,0,1,1,2,2,1,2,0,1,0,24,3148,31,1
0,3,4,1,4,3,4,0,1,1,2,2,0,2,0,0,0,36,3595,28,1
0,2,6,1,2,3,4,0,1,1,2,2,1,2,0,0,0,36,2613,27,1
0,2,4,1,4,3,2,0,3,1,2,2,0,1,0,0,0,6,426,39,1
1,3,1,1,2,3,1,2,3,2,2,2,0,2,0,1,0,12,1893,29,1
0,1,1,4,4,3,1,0,3,3,2,2,1,2,0,1,0,24,1287,37,1
1,0,10,1,3,1,4,0,0,1,2,2,1,2,0,1,0,36,2145,24,0
1,3,3,1,0,3,4,0,0,1,2,2,0,0,0,0,0,18,2473,25,0
1,3,3,1,1,3,4,0,0,0,0,0,0,2,0,0,0,24,3149,22,1
3,3,4,1,2,3,4,1,1,3,1,2,0,2,0,0,0,18,2100,37,0
2,3,4,0,2,3,1,0,0,1,2,2,0,2,0,0,0,30,1715,26,1
2,4,0,2,4,2,1,0,3,0,0,0,1,3,0,1,0,60,14782,60,0
0,0,2,1,3,2,4,0,2,1,2,2,1,1,0,1,0,24,4679,35,1
0,3,4,1,4,3,1,0,1,1,0,1,0,3,0,1,0,15,3568,54,1
1,1,1,1,2,3,2,2,1,2,0,1,1,2,0,0,1,20,2235,33,0
2,3,10,1,1,3,1,0,0,2,2,2,0,2,1,1,0,27,2528,32,1
0,0,2,1,2,2,4,0,1,3,1,2,1,1,0,0,0,21,2993,28,1
2,3,4,2,2,3,4,2,3,2,2,1,0,2,0,0,0,45,3031,21,0
0,0,1,1,4,1,4,0,1,1,2,2,1,2,1,1,0,36,10875,45,1
0,3,3,1,2,1,4,0,1,3,0,1,0,1,0,0,0,10,2210,25,0
2,1,4,2,1,3,4,0,3,0,0,2,1,2,1,0,0,24,1216,38,0
1,1,1,1,2,0,4,0,1,3,2,2,1,1,1,0,0,11,3939,40,1
0,0,10,3,2,3,4,0,1,1,2,2,1,2,1,1,0,24,2375,44,1
0,3,9,1,1,3,2,0,2,1,2,2,1,1,0,0,0,24,937,27,1
0,3,4,0,3,1,2,0,3,2,2,1,0,2,0,1,0,42,7166,29,1
0,3,5,3,3,3,4,0,2,2,2,2,1,2,0,1,0,15,1262,36,1
0,0,2,1,1,0,1,0,1,2,2,2,1,1,0,0,0,15,3594,46,1
3,3,4,1,2,3,4,0,0,1,2,2,0,2,0,0,0,36,5848,24,1
2,1,4,1,4,2,1,2,3,3,0,1,1,1,0,1,0,18,1795,48,1
1,3,3,1,0,3,4,0,2,2,2,2,0,3,0,1,0,36,3959,30,1
1,3,1,0,3,3,1,0,3,0,2,1,0,2,0,0,0,24,1285,32,0
3,3,7,1,1,3,1,0,3,2,2,1,0,2,0,1,0,15,392,23,1
2,3,4,4,3,0,4,1,1,0,0,2,1,2,0,1,0,48,10961,27,0
0,3,4,2,4,2,4,1,3,1,2,2,0,2,0,1,0,9,2753,35,1
2,1,3,1,3,3,4,0,2,1,2,1,0,2,0,1,0,9,1919,35,1
2,3,2,0,2,3,4,0,1,1,2,2,0,2,0,0,0,12,2028,30,1
2,3,1,0,2,3,1,0,1,2,2,2,0,2,0,0,0,18,1042,33,0
1,3,3,1,4,1,1,0,0,2,0,2,0,2,0,1,0,6,428,49,1
1,1,1,1,2,1,4,0,1,3,2,1,1,2,1,0,0,9,2799,36,1
2,1,4,1,3,1,4,2,1,3,2,2,1,2,0,0,0,39,4933,25,0
0,3,1,1,4,1,4,0,3,2,2,2,0,3,0,1,0,60,10366,42,1
2,1,1,3,3,2,0,0,2,1,2,2,0,3,0,1,0,12,2366,36,1
0,3,2,0,2,1,4,0,0,2,2,2,0,2,0,1,0,18,3378,31,1
0,3,4,1,2,0,4,0,3,2,2,2,0,2,0,1,1,10,1924,38,1
0,0,1,1,2,3,4,0,1,1,2,2,1,1,0,0,0,14,802,27,1
2,2,1,3,1,0,1,0,0,1,2,2,1,2,0,0,0,48,8358,30,1
2,1,5,1,3,3,4,0,2,2,2,2,0,2,0,0,0,12,1424,26,1
2,2,10,1,2,1,1,0,0,1,2,2,1,2,0,0,0,30,4221,28,1
0,4,10,1,3,3,4,0,3,1,0,2,0,2,0,1,0,24,1559,50,1
1,3,4,1,2,3,4,0,2,2,2,2,0,1,0,0,0,12,2214,24,1
0,3,4,4,3,1,0,0,3,3,2,2,0,1,0,0,0,12,3059,61,1
0,1,4,0,4,3,4,0,3,3,2,2,3,2,0,0,0,12,930,65,1
0,1,7,1,2,0,4,0,2,0,0,0,0,2,0,1,0,48,6110,31,1
0,2,3,1,4,1,4,0,3,2,2,2,1,2,0,0,0,12,2759,34,1
2,3,3,1,2,3,4,0,1,2,2,2,0,1,0,0,0,12,1922,37,0
0,0,3,2,2,1,4,0,2,2,2,2,1,2,0,0,0,24,4151,35,1
1,1,1,1,3,3,4,1,2,2,2,2,1,2,0,1,0,10,1038,49,1
1,3,1,1,0,0,1,0,3,1,2,1,0,2,0,0,0,15,2511,23,1
0,1,4,1,3,2,4,1,1,1,2,2,0,2,0,0,0,30,5954,38,1
1,3,3,1,1,3,1,0,0,1,2,1,0,2,0,0,0,12,1858,22,1
2,3,4,1,3,3,1,2,1,3,2,2,0,1,0,0,0,8,760,44,1
0,1,4,1,4,3,4,0,3,1,2,2,1,2,0,1,0,15,1829,46,1
1,1,1,1,4,1,4,0,3,0,2,0,2,3,0,1,0,18,5302,36,1
1,3,5,2,0,3,1,0,2,2,2,2,0,2,0,0,0,12,741,22,0
0,3,1,0,4,3,4,1,1,2,2,2,0,1,0,0,1,10,1287,45,1
1,3,1,0,2,3,1,0,1,2,2,2,0,2,0,0,0,24,1381,35,0
0,3,4,2,4,1,4,0,3,0,0,0,0,2,1,1,0,6,1346,42,1
2,0,7,1,4,3,4,0,3,0,2,0,0,2,0,0,0,48,6224,50,0
1,3,7,1,0,3,1,0,0,3,2,2,0,0,0,0,0,18,750,27,0
0,4,2,0,1,2,4,2,3,3,0,1,1,2,1,1,0,28,7824,40,1
0,1,6,0,3,3,1,0,3,3,2,2,1,2,0,0,0,12,996,23,1
2,1,10,0,3,3,4,0,2,0,2,2,1,2,1,1,0,24,2825,34,1
0,3,1,2,2,2,4,0,1,3,2,1,0,1,0,0,1,10,1418,35,1
0,1,1,2,3,3,1,0,2,1,2,2,1,2,0,1,0,12,682,51,1
1,1,1,1,4,0,1,0,3,0,2,2,1,2,0,1,0,6,860,39,1
3,2,4,1,1,3,4,0,1,1,2,2,1,3,0,1,0,9,1337,34,0
2,3,4,1,1,3,1,0,1,1,2,2,0,2,0,1,0,9,1670,22,0
2,2,10,2,2,3,1,0,3,1,2,1,1,1,0,0,0,30,4280,26,0
2,1,3,1,4,1,4,0,0,0,2,2,0,2,0,1,0,18,6361,41,1
0,0,10,2,2,0,4,0,1,3,2,2,1,1,0,0,0,6,1743,34,1
2,3,9,0,4,3,4,0,3,2,2,2,1,2,0,0,0,12,754,38,1
1,1,1,1,3,0,4,0,3,3,2,2,1,1,0,0,1,8,3398,39,1
2,4,2,1,4,1,1,0,3,0,0,0,0,3,1,1,0,9,5129,74,0
3,1,1,1,4,3,4,0,3,0,2,0,1,2,0,1,0,10,781,63,1
1,4,1,1,3,3,4,0,3,0,2,0,1,1,1,0,0,18,1442,32,0
0,3,4,1,1,3,4,0,0,3,2,2,0,2,0,0,0,18,2051,33,1
1,3,3,1,2,1,4,0,1,1,2,2,0,2,0,0,0,18,2462,22,0
1,3,1,1,2,2,4,0,1,1,2,2,0,1,0,0,0,28,4006,45,0
2,3,3,2,1,3,1,0,3,1,0,1,3,2,0,0,0,12,951,27,0
0,3,2,0,4,3,4,0,3,0,0,0,0,2,1,0,0,15,1300,45,1
0,3,4,2,2,3,4,0,3,1,2,1,0,3,0,1,0,24,1901,29,1
3,1,2,1,4,3,4,0,3,0,2,0,0,2,0,0,0,42,4796,56,1
0,3,4,1,1,2,2,0,3,3,2,2,0,2,0,1,0,18,1473,39,1
0,3,3,1,2,2,4,0,1,3,2,1,0,1,0,0,0,12,1768,24,1
0,1,3,4,2,3,4,0,3,3,2,2,0,2,0,1,0,24,3777,50,1
0,0,10,1,3,2,4,0,3,1,2,2,1,2,0,0,0,27,5117,26,1
1,1,6,1,0,3,4,1,3,1,2,2,1,0,0,0,0,42,3394,65,1
0,1,4,1,4,3,4,0,3,3,2,2,2,2,0,0,0,12,717,52,1
0,1,2,1,4,1,4,0,1,2,2,2,1,2,1,1,0,36,5842,35,1
0,1,1,1,2,2,4,0,0,3,2,2,1,2,0,0,0,9,1224,30,1
2,3,4,1,4,2,2,2,2,3,0,2,1,1,0,0,0,12,1155,40,1
1,3,1,0,3,1,4,1,1,3,2,2,0,1,0,0,1,21,3763,24,1
1,2,1,1,2,3,4,0,3,1,0,2,1,2,0,0,0,12,1082,48,0
2,3,10,1,2,1,4,0,1,1,2,2,0,2,0,1,0,48,15672,23,0
1,1,1,1,2,2,1,1,1,3,2,2,1,2,0,0,0,12,3499,29,0
0,0,4,1,3,1,4,0,3,1,2,2,1,2,0,1,0,60,15653,21,1
0,0,10,1,1,1,4,0,1,1,0,2,1,2,0,1,0,24,8648,27,0
2,3,2,0,0,0,0,0,3,3,2,2,0,3,0,1,0,20,6468,60,1
1,3,2,0,4,1,1,0,3,3,2,1,0,2,0,0,0,24,2812,26,1
2,4,5,0,1,2,1,0,1,0,0,2,0,0,0,0,0,36,3990,29,1
0,3,10,4,4,0,0,0,1,3,2,2,0,2,0,1,0,11,2142,28,1
0,3,1,1,2,1,1,0,3,1,2,2,0,2,0,1,0,10,1364,64,1
2,3,6,1,4,3,4,0,3,1,2,2,1,1,0,0,0,15,1308,38,1
2,2,0,1,2,0,1,0,1,2,0,2,0,3,0,1,1,48,18424,32,0
2,3,10,2,3,1,1,0,3,3,2,1,0,1,0,0,0,12,841,23,1
2,3,4,1,1,2,2,0,2,3,2,2,0,1,0,0,1,6,590,26,1
1,3,3,1,4,3,4,0,1,2,2,1,0,3,0,1,0,24,3345,39,0
1,3,4,1,2,3,4,0,3,0,2,0,1,2,0,0,0,18,2600,65,0
1,3,3,1,2,1,4,1,1,2,2,2,0,1,1,0,0,12,3590,29,1
0,1,1,0,4,0,1,0,3,1,2,2,0,2,0,1,0,15,5045,59,1
0,3,4,0,1,3,1,0,1,3,2,1,0,2,0,1,0,18,1126,21,1
1,4,1,1,0,0,1,1,3,0,2,1,1,0,0,0,0,24,1193,29,0
0,3,2,2,4,3,4,0,1,1,2,2,0,3,0,1,0,39,8588,45,1
0,3,4,1,1,3,1,0,2,1,1,2,0,2,0,1,0,24,1533,38,1
1,3,4,1,2,3,2,0,2,3,0,2,0,2,0,0,0,18,1345,26,0
1,3,3,1,2,1,1,1,2,2,2,2,0,2,0,0,0,12,1620,30,1
2,3,3,2,1,3,4,1,0,0,2,1,0,3,0,1,0,36,9034,29,0
2,3,1,1,3,2,4,0,2,3,2,1,0,1,0,0,0,18,6260,28,1
2,3,6,2,2,2,1,0,1,3,2,2,0,1,0,0,0,15,2631,25,1
0,3,4,2,3,2,4,0,0,0,2,2,0,2,0,0,0,12,2141,35,1
1,3,3,1,4,3,1,0,3,2,2,1,0,2,0,0,0,12,652,24,1
2,3,4,2,2,3,1,1,3,0,2,0,0,2,0,0,0,36,2671,50,0
0,3,10,2,3,1,4,0,1,1,2,2,1,2,0,1,0,36,5742,31,1
0,1,1,0,4,1,4,0,3,0,0,0,0,3,0,1,0,60,13756,63,1
0,3,10,1,0,2,4,0,1,1,0,1,0,3,0,1,0,48,4844,33,0
0,3,6,1,1,3,1,0,3,3,2,2,0,2,0,0,0,18,1943,23,0
2,3,4,1,2,3,2,2,1,3,2,2,0,1,0,0,0,18,866,25,1
2,3,10,4,2,3,4,0,1,2,2,2,0,1,0,1,0,18,1941,35,1
0,1,3,1,4,3,4,0,3,1,2,2,0,2,0,1,0,24,5150,33,1
2,3,3,0,2,0,1,0,3,2,2,2,0,1,0,1,0,24,4351,48,1
3,3,1,1,3,3,4,0,2,0,0,0,0,2,1,0,0,24,947,38,0
2,3,4,1,4,3,1,0,3,1,2,2,0,2,0,1,0,24,1967,20,1
0,3,3,0,3,0,1,0,3,3,0,1,0,1,0,0,0,15,2186,33,1
2,3,4,1,2,1,4,0,1,3,2,2,0,1,1,0,0,9,2118,37,1
0,3,4,1,2,3,2,0,1,3,2,2,0,2,0,0,0,12,776,28,1
0,3,2,2,1,0,1,0,3,1,2,2,0,2,0,1,0,15,3812,23,1
1,1,3,0,3,3,4,0,3,2,2,2,1,3,0,1,0,39,14179,30,1
2,4,1,2,3,1,4,0,2,0,2,2,0,2,0,0,0,9,1437,29,0
2,3,4,0,1,3,4,0,0,2,2,2,0,2,0,0,0,15,1444,23,1
3,4,4,0,3,3,4,0,3,1,0,2,0,1,0,0,0,18,1445,49,1
0,0,4,1,0,1,2,0,2,3,2,2,1,2,0,0,0,18,2320,34,1
0,0,10,2,2,1,4,0,1,2,2,2,1,1,0,0,0,30,4272,26,1
0,3,2,1,2,2,4,0,1,1,2,2,0,2,0,1,0,15,4657,30,1
0,3,3,1,0,3,1,0,1,1,2,2,1,3,0,1,0,36,10974,26,0
1,3,1,1,3,3,4,0,3,0,2,0,0,2,1,0,0,48,3931,46,0
1,3,1,1,2,3,4,0,2,1,2,2,0,1,0,0,0,9,654,28,0
2,3,4,3,0,0,1,0,3,0,2,1,0,0,0,0,0,24,3758,23,1
0,3,1,0,2,3,4,2,3,2,2,2,0,1,0,0,0,10,1309,27,0
1,0,4,1,3,2,4,0,1,2,0,2,1,2,1,1,0,42,4370,26,0
0,3,4,2,0,1,1,0,3,3,2,2,0,2,0,0,0,13,1409,64,1
0,3,4,0,4,3,4,0,3,1,2,2,0,2,0,1,0,30,1867,58,1
1,3,4,1,2,1,4,0,1,3,2,1,0,3,1,1,0,12,1107,20,1
0,3,1,1,2,3,0,0,1,3,2,2,0,1,0,0,0,12,640,49,1
0,3,1,2,1,3,2,0,2,3,2,2,0,2,0,1,0,24,1474,33,1
0,1,4,0,4,3,4,0,3,1,2,2,1,2,0,0,0,12,976,35,1
0,0,10,0,1,3,4,0,3,1,2,1,1,2,0,1,0,36,7980,27,0
0,3,1,0,2,1,4,0,3,1,2,1,1,2,0,0,0,18,6761,68,0
2,2,1,2,1,2,1,0,2,1,2,2,1,2,0,0,0,18,2278,28,0
2,1,4,1,4,1,4,0,3,3,2,2,2,1,0,0,0,9,1154,37,1
0,1,7,0,2,2,1,0,1,1,2,2,1,2,0,1,0,24,1927,33,1
0,3,3,2,1,1,1,0,3,2,2,1,0,2,0,0,0,9,2301,22,1
0,1,10,1,2,3,1,2,1,3,2,2,1,3,0,1,0,12,1412,29,1
1,2,2,1,4,2,4,0,3,0,2,0,1,2,1,0,0,48,4605,24,0
0,1,4,1,2,3,4,0,1,1,2,2,1,2,0,0,0,18,1800,24,1
0,1,4,0,2,0,4,0,1,3,2,2,1,1,1,0,0,6,1898,34,1
2,3,4,1,2,3,1,2,3,3,2,2,0,1,1,0,0,18,1113,26,1
2,1,4,1,1,3,4,0,1,2,2,2,1,1,0,0,0,45,4746,25,0
2,3,4,1,1,0,2,0,0,3,2,1,0,2,0,0,0,12,1534,23,0
1,2,1,1,4,3,4,0,2,1,2,1,1,2,1,0,0,15,950,33,0
0,1,2,1,3,3,4,0,2,1,2,2,1,2,0,1,0,24,2346,35,1
1,1,10,1,4,3,4,0,3,1,1,2,3,3,1,1,0,27,2442,43,1
0,1,3,1,2,3,4,0,1,0,2,0,0,2,0,1,0,15,3343,28,1
0,3,1,1,1,3,2,0,1,3,2,2,0,2,0,0,0,24,1249,28,1
1,3,3,1,1,3,1,2,0,2,2,1,0,2,0,0,0,15,1845,46,1
0,3,2,4,2,1,1,0,3,1,2,1,0,2,0,1,0,24,2603,28,1
2,2,10,1,1,2,4,0,3,0,2,1,0,2,0,1,0,54,15945,58,0
2,3,1,0,2,0,4,0,3,0,2,0,0,2,0,1,0,36,12389,37,0
1,3,1,0,4,3,1,0,1,1,0,2,0,2,0,0,0,24,915,29,0
0,3,4,0,4,3,4,0,2,2,2,2,0,2,0,1,0,21,3160,41,1
2,3,4,1,4,3,4,0,3,1,2,2,1,1,0,0,0,9,1082,27,1
1,1,3,1,2,1,0,0,2,2,2,2,1,2,0,0,0,15,975,25,1
1,3,3,1,2,0,4,2,1,2,2,2,0,2,1,0,0,36,3620,37,1
2,1,1,2,1,3,4,0,0,1,2,2,0,2,0,0,0,12,1995,27,1
0,1,1,1,4,3,4,0,3,1,2,2,1,3,0,1,0,36,6614,34,1
0,1,3,1,4,3,4,0,3,3,2,2,2,2,0,1,0,12,1935,43,1
1,3,1,1,3,1,4,0,3,0,0,0,0,3,1,1,0,36,3249,39,1
0,3,3,3,4,3,4,0,2,0,2,1,0,2,0,1,0,24,3062,32,1
1,1,3,1,2,2,2,0,1,2,2,2,1,2,0,1,0,36,2348,46,1
1,3,3,1,1,1,0,0,3,2,2,2,0,1,0,0,0,30,3108,31,0
1,3,4,1,3,2,4,0,3,3,2,2,0,2,0,0,0,9,1364,59,1
3,3,4,1,2,1,4,0,1,3,2,2,0,2,0,1,0,36,3913,23,1
1,0,1,1,2,2,4,0,3,0,2,0,1,2,1,0,0,24,4870,53,0
2,1,3,1,4,0,4,0,3,1,2,1,2,2,0,1,0,12,3617,28,1
0,3,7,2,2,2,4,0,1,2,2,2,0,3,0,1,0,15,4623,40,0
1,0,1,1,2,3,4,0,1,3,2,2,1,1,1,0,0,12,1344,43,1
1,3,4,4,1,3,1,0,1,1,0,2,0,2,0,0,0,21,3357,29,1
0,1,1,1,3,0,4,0,2,0,2,2,1,3,1,1,0,6,6761,45,1
0,1,1,1,2,3,1,0,3,1,2,2,0,2,0,1,0,24,2022,37,1
0,1,1,4,2,1,1,0,1,3,0,2,1,1,0,0,0,6,250,41,1
0,1,4,1,1,2,2,0,2,0,2,0,2,2,0,1,0,24,5103,47,1
2,1,4,1,4,3,4,0,3,3,2,2,0,2,0,0,0,36,2337,36,1
2,3,1,0,0,0,1,0,1,3,2,1,0,0,0,0,0,12,7472,24,1
