num_of_prev_attempts,weight,weighted_score,forumng_click,homepage_click,oucontent_click,resource_click,subpage_click,url_click,dataplus_click,glossary_click,oucollaborate_click,quiz_click,ouelluminate_click,sharedsubpage_click,questionnaire_click,page_click,externalquiz_click,ouwiki_click,dualpane_click,folder_click,repeatactivity_click,htmlactivity_click,code_module,gender,region,highest_education,imd_band,age_band,studied_credits,disability,final_result
0,25.0,72.0,177.0,132.0,253.0,46.0,70.0,3.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,5,0,8,2,1,0,1,0,0
0,100.0,79.88,17.0,167.0,506.0,15.0,3.0,28.0,0.0,0.0,0.0,187.0,0.0,0.0,0.0,0.0,0.0,297.0,2.0,0.0,0.0,0.0,4,0,6,2,3,0,0,0,1
0,100.0,56.75,91.0,198.0,922.0,43.0,76.0,4.0,0.0,2.0,12.0,205.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,2,6,0,1,0,1
0,65.0,45.07692307692308,15.0,207.0,803.0,62.0,24.0,0.0,0.0,2.0,3.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,6,0,4,1,0
0,0.0,0.0,0.0,7.0,0.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,7,1,1,0,1,0,0
0,80.0,55.1875,111.0,184.0,305.0,25.0,52.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,81.0,0.0,0.0,0.0,0.0,3,0,0,2,9,0,1,0,0
0,100.0,82.17,10.0,44.0,36.0,2.0,12.0,6.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,7,2,9,1,1,0,1
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,11,2,2,0,3,0,0
0,0.0,84.22222222222223,4.0,122.0,385.0,15.0,17.0,0.0,0.0,24.0,0.0,214.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1,1,1,7,0,0,0,1
0,200.0,66.6875,122.0,153.0,269.0,29.0,55.0,4.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,109.0,0.0,0.0,0.0,0.0,3,0,12,2,0,0,2,0,1
0,0.0,72.22222222222223,6.0,83.0,102.0,43.0,19.0,0.0,0.0,2.0,0.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1,12,1,2,0,0,0,1
0,0.0,86.88888888888889,785.0,455.0,291.0,54.0,42.0,0.0,0.0,0.0,0.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1,0,1,8,1,0,0,1
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,2,5,0,1,0,0
0,100.0,69.28,20.0,58.0,115.0,1.0,4.0,18.0,0.0,0.0,11.0,142.0,0.0,0.0,0.0,0.0,0.0,182.0,0.0,0.0,0.0,0.0,4,0,4,2,0,1,1,0,1
0,100.0,0.0,215.0,171.0,44.0,155.0,127.0,14.0,0.0,0.0,0.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,0,1,0,1
0,100.0,89.75,1573.0,875.0,2011.0,38.0,423.0,89.0,25.0,0.0,19.0,811.0,0.0,0.0,36.0,12.0,0.0,75.0,5.0,0.0,0.0,5.0,5,1,6,3,7,0,1,0,1
0,100.0,66.0,166.0,396.0,806.0,33.0,293.0,46.0,1.0,0.0,0.0,663.0,10.0,0.0,0.0,16.0,0.0,8.0,0.0,0.0,0.0,0.0,5,0,7,1,3,0,1,0,0
0,98.0,74.58163265306122,111.0,97.0,21.0,6.0,14.0,10.0,0.0,2.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,8,2,5,0,1,1,1
0,16.0,60.0,19.0,92.0,512.0,1.0,7.0,11.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4,0,12,2,3,0,0,0,0
0,81.0,68.53086419753086,434.0,166.0,4.0,16.0,23.0,5.0,0.0,1.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,10,2,4,0,3,0,1
0,75.0,77.33333333333333,234.0,212.0,248.0,19.0,146.0,11.0,0.0,0.0,0.0,664.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,5,0,9,1,5,0,3,0,1
0,200.0,75.56,597.0,727.0,84.0,136.0,345.0,78.0,0.0,0.0,0.0,0.0,134.0,0.0,0.0,5.0,40.0,208.0,0.0,0.0,0.0,0.0,3,0,4,2,0,0,1,0,1
0,2.0,56.0,1.0,127.0,154.0,22.0,33.0,5.0,0.0,0.0,6.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,11,2,0,1,2,0,0
0,100.0,93.88,259.0,301.0,863.0,5.0,24.0,34.0,0.0,0.0,0.0,186.0,0.0,0.0,0.0,0.0,0.0,201.0,5.0,0.0,0.0,0.0,4,0,6,3,5,0,1,0,1
0,82.0,80.15853658536585,210.0,80.0,0.0,9.0,22.0,1.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,6,2,7,1,3,1,0
0,200.0,89.275,104.0,254.0,48.0,82.0,202.0,35.0,0.0,9.0,24.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,3,1,6,2,2,0,1,1,1
0,30.0,44.833333333333336,0.0,52.0,101.0,16.0,15.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,1,8,2,5,0,1,0,0
0,0.0,83.33333333333333,269.0,295.0,594.0,84.0,66.0,0.0,0.0,5.0,0.0,173.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1,8,2,2,1,0,0,1
0,100.0,84.75,124.0,144.0,1016.0,25.0,304.0,23.0,0.0,0.0,0.0,1207.0,0.0,0.0,0.0,9.0,0.0,5.0,0.0,2.0,0.0,0.0,5,1,0,3,4,1,3,0,1
0,200.0,52.4,145.0,251.0,90.0,113.0,221.0,26.0,0.0,168.0,30.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,3,0,6,1,4,1,3,0,1
0,200.0,85.125,340.0,282.0,195.0,54.0,92.0,7.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,95.0,0.0,0.0,0.0,0.0,3,1,7,2,6,0,1,0,1
0,0.0,93.0,323.0,107.0,113.0,55.0,62.0,7.0,0.0,0.0,3.0,110.0,0.0,0.0,0.0,2.0,0.0,8.0,0.0,0.0,0.0,5.0,5,0,3,2,2,0,3,1,0
0,100.0,51.25,674.0,486.0,943.0,35.0,162.0,25.0,0.0,0.0,0.0,850.0,0.0,0.0,5.0,7.0,0.0,27.0,1.0,3.0,0.0,0.0,5,0,5,1,0,0,1,1,1
0,0.0,0.0,45.0,294.0,258.0,179.0,66.0,55.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,0,8,2,9,0,3,1,0
0,12.5,84.0,538.0,203.0,109.0,18.0,162.0,13.0,0.0,0.0,6.0,217.0,0.0,0.0,0.0,8.0,0.0,17.0,0.0,0.0,0.0,0.0,5,0,0,1,4,1,2,0,0
0,82.0,66.60975609756098,119.0,92.0,50.0,26.0,29.0,4.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,9,2,5,1,1,0,0
0,125.0,91.464,7.0,185.0,8.0,33.0,126.0,13.0,0.0,0.0,0.0,459.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,3,3,9,2,3,0,1
0,0.0,85.83333333333333,4.0,90.0,237.0,16.0,32.0,0.0,0.0,0.0,0.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1,8,2,4,0,0,0,1
0,2.0,78.0,1.0,89.0,9.0,22.0,44.0,3.0,0.0,0.0,3.0,421.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,8,3,9,0,3,0,0
0,24.0,59.625,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,6,2,2,1,1,0,0
0,100.0,71.75,133.0,336.0,935.0,43.0,345.0,30.0,0.0,0.0,4.0,1263.0,0.0,0.0,0.0,2.0,0.0,30.0,0.0,0.0,0.0,5.0,5,1,1,2,7,1,1,0,1
0,5.0,63.0,309.0,64.0,0.0,8.0,15.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,9,1,3,1,1,0,0
0,25.0,72.0,153.0,59.0,153.0,12.0,53.0,8.0,0.0,0.0,1.0,115.0,0.0,0.0,0.0,1.0,0.0,13.0,0.0,0.0,0.0,3.0,5,1,7,2,3,0,1,1,0
0,5.0,44.0,61.0,24.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,6,2,0,1,3,0,0
0,200.0,79.855,546.0,752.0,216.0,128.0,212.0,10.0,0.0,0.0,0.0,1790.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,8,1,9,0,3,0,1
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,2,0,0,1,0,0
0,0.0,0.0,0.0,15.0,27.0,5.0,17.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,9,1,0,1,1,0,0
0,50.0,56.0,819.0,482.0,1085.0,91.0,377.0,42.0,0.0,0.0,0.0,384.0,18.0,0.0,1.0,9.0,0.0,62.0,3.0,0.0,0.0,0.0,5,1,12,2,0,1,1,0,0
0,100.0,70.84,258.0,384.0,1286.0,14.0,38.0,38.0,0.0,0.0,0.0,129.0,0.0,0.0,0.0,0.0,0.0,104.0,7.0,0.0,0.0,0.0,4,0,5,3,1,1,0,0,1
0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,11,2,3,0,3,0,0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,3,3,8,0,3,0,0
0,24.0,78.375,99.0,51.0,2.0,3.0,15.0,4.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,10,1,6,0,1,0,0
0,75.0,82.66666666666667,175.0,314.0,711.0,25.0,190.0,28.0,0.0,12.0,0.0,526.0,0.0,0.0,10.0,5.0,0.0,26.0,9.0,3.0,0.0,0.0,5,0,0,2,5,1,1,0,1
0,40.0,69.2,35.0,111.0,218.0,40.0,39.0,6.0,0.0,0.0,0.0,1024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,1,9,1,3,0,0
0,82.0,68.07317073170732,242.0,208.0,36.0,38.0,122.0,4.0,0.0,0.0,0.0,153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,10,3,2,0,3,0,1
0,100.0,69.91,41.0,110.0,15.0,16.0,22.0,40.0,0.0,2.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,3,2,2,1,1,0,1
0,100.0,90.0,198.0,491.0,1190.0,34.0,391.0,17.0,4.0,12.0,0.0,1349.0,0.0,0.0,17.0,9.0,0.0,15.0,9.0,1.0,0.0,0.0,5,0,7,2,3,0,3,0,1
1,100.0,80.5,975.0,1329.0,1416.0,52.0,494.0,57.0,8.0,4.0,0.0,1656.0,25.0,0.0,14.0,17.0,0.0,48.0,8.0,0.0,0.0,0.0,5,1,6,3,1,0,3,0,1
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,12,1,1,0,3,0,0
0,100.0,65.25,716.0,581.0,2333.0,39.0,446.0,48.0,3.0,0.0,14.0,943.0,0.0,0.0,30.0,20.0,0.0,79.0,1.0,3.0,0.0,0.0,5,0,8,1,8,0,2,1,1
0,100.0,81.9,110.0,221.0,624.0,16.0,29.0,5.0,0.0,1.0,3.0,154.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,6,3,1,1,1,0,1
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,3,1,7,0,1,1,0
0,100.0,90.56,308.0,221.0,603.0,8.0,7.0,24.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,169.0,0.0,0.0,0.0,0.0,4,0,12,1,5,1,1,0,1
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,3,1,0,1,3,0,0
0,35.0,67.85714285714286,92.0,72.0,32.0,18.0,17.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,8,2,5,0,3,0,0
0,0.0,0.0,22.0,19.0,9.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1,3,2,2,0,0,0,0
0,0.0,0.0,23.0,13.0,7.0,11.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,1,3,2,9,0,1,0,0
0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,0,9,1,5,0,3,0,0
0,200.0,48.83,68.0,96.0,103.0,26.0,72.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,11.0,43.0,0.0,0.0,0.0,0.0,3,1,9,2,5,0,3,1,1
0,100.0,89.2,43.0,136.0,343.0,6.0,18.0,9.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,252.0,0.0,0.0,0.0,0.0,4,0,8,2,9,0,1,0,1
1,40.0,58.4375,0.0,21.0,16.0,7.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,0,0,2,6,1,1,0,0
0,0.0,83.42857142857143,45.0,150.0,206.0,91.0,53.0,0.0,0.0,2.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1,4,1,1,1,0,0,1
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,11,2,0,0,1,0,0
0,50.0,69.0,392.0,382.0,1757.0,47.0,477.0,16.0,0.0,0.0,1.0,717.0,0.0,0.0,7.0,7.0,0.0,63.0,0.0,0.0,0.0,0.0,5,1,2,2,3,1,1,0,0
2,100.0,68.0,143.0,216.0,640.0,18.0,31.0,1.0,0.0,1.0,10.0,83.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,11,2,0,0,1,0,1
0,0.0,84.875,0.0,72.0,157.0,23.0,27.0,0.0,0.0,4.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1,8,1,6,0,0,0,1
0,100.0,72.76,189.0,258.0,882.0,45.0,70.0,39.0,0.0,0.0,7.0,153.0,0.0,0.0,0.0,0.0,0.0,130.0,0.0,0.0,0.0,0.0,4,1,8,2,7,0,1,0,1
0,0.0,50.0,3.0,29.0,22.0,105.0,12.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1,5,1,2,0,0,0,0
0,100.0,85.5,687.0,772.0,1297.0,138.0,78.0,5.0,0.0,5.0,25.0,142.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,6,1,5,1,1,0,1
0,70.0,69.72857142857143,53.0,224.0,460.0,77.0,58.0,15.0,0.0,0.0,0.0,420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,4,3,0,1,0,0,0
0,0.0,81.66666666666667,17.0,75.0,165.0,10.0,17.0,0.0,0.0,0.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1,8,1,3,0,0,0,1
0,98.0,52.43877551020408,178.0,125.0,0.0,14.0,18.0,17.0,0.0,2.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,5,2,1,0,1,0,1
1,50.0,69.3,11.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,1,8,0,1,0,0
0,16.0,63.0,5.0,89.0,251.0,8.0,7.0,0.0,0.0,0.0,0.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4,0,8,2,4,0,1,1,0
0,30.0,73.33333333333333,74.0,174.0,328.0,24.0,44.0,1.0,0.0,3.0,3.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,9,3,6,1,3,0,0
0,0.0,81.42857142857143,4.0,29.0,146.0,6.0,7.0,0.0,0.0,1.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1,11,1,0,0,0,0,1
0,190.0,91.59473684210526,8.0,75.0,0.0,42.0,50.0,4.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,8,2,9,0,2,0,1
0,99.0,77.53535353535354,409.0,260.0,0.0,80.0,109.0,28.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,9,2,2,1,1,0,1
0,100.0,81.18,520.0,370.0,1.0,84.0,147.0,25.0,0.0,0.0,0.0,92.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,3,2,3,1,3,0,1
0,100.0,75.75,105.0,420.0,1250.0,58.0,258.0,23.0,4.0,0.0,0.0,669.0,0.0,0.0,4.0,9.0,0.0,17.0,0.0,5.0,0.0,0.0,5,0,3,1,0,0,3,0,1
0,30.0,49.333333333333336,0.0,31.0,50.0,8.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,5,1,5,1,1,0,0
0,25.0,62.0,24.0,63.0,177.0,8.0,76.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,5,2,2,0,3,0,0
1,18.0,33.666666666666664,153.0,111.0,416.0,31.0,32.0,1.0,0.0,0.0,5.0,185.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,7,2,4,0,1,0,0
0,100.0,71.4,718.0,417.0,868.0,74.0,36.0,1.0,0.0,6.0,16.0,88.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,5,3,8,1,1,0,1
0,0.0,76.77777777777777,227.0,268.0,861.0,62.0,92.0,0.0,0.0,32.0,0.0,271.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1,5,1,2,1,0,0,1
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,8,1,7,0,2,0,0
0,0.0,84.88888888888889,82.0,181.0,249.0,64.0,27.0,0.0,0.0,2.0,0.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1,1,2,9,0,0,0,1
0,99.0,53.58585858585859,13.0,15.0,0.0,14.0,31.0,4.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,3,1,6,0,2,0,0
0,100.0,77.75,582.0,917.0,2419.0,65.0,678.0,36.0,3.0,0.0,0.0,1448.0,20.0,0.0,4.0,11.0,0.0,5.0,0.0,0.0,0.0,0.0,5,0,7,3,2,0,3,0,1
0,100.0,91.1,845.0,165.0,1.0,27.0,58.0,17.0,0.0,3.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,11,2,3,1,1,0,1
0,100.0,87.42,182.0,55.0,3.0,23.0,47.0,9.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,8,2,5,1,1,0,1
0,10.0,54.0,37.0,77.0,20.0,4.0,13.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,3,0,12,1,8,0,1,0,0
0,100.0,66.7,6.0,60.0,230.0,7.0,21.0,2.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,5,2,0,1,1,0,1
0,75.0,78.0,161.0,143.0,365.0,20.0,150.0,4.0,0.0,1.0,0.0,706.0,7.0,0.0,0.0,12.0,0.0,3.0,0.0,0.0,0.0,0.0,5,0,8,2,9,0,1,0,1
0,25.0,70.0,345.0,306.0,634.0,27.0,183.0,18.0,0.0,0.0,0.0,307.0,6.0,0.0,15.0,12.0,0.0,45.0,5.0,0.0,0.0,0.0,5,0,11,3,1,0,1,0,0
0,200.0,72.5,342.0,501.0,254.0,82.0,394.0,77.0,0.0,148.0,49.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,3,0,11,2,6,1,1,0,1
0,100.0,59.0,26.0,240.0,321.0,18.0,163.0,13.0,5.0,0.0,0.0,622.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,5,0,6,2,4,1,2,0,1
0,100.0,59.0,649.0,1090.0,2620.0,64.0,696.0,56.0,16.0,0.0,5.0,2016.0,0.0,0.0,12.0,22.0,0.0,7.0,2.0,5.0,0.0,0.0,5,0,1,2,0,0,1,1,1
0,100.0,82.0,523.0,436.0,1278.0,31.0,281.0,27.0,24.0,7.0,0.0,472.0,17.0,0.0,17.0,11.0,0.0,15.0,8.0,0.0,0.0,0.0,5,0,8,2,9,0,2,0,1
0,91.0,39.92307692307692,2.0,78.0,1.0,8.0,27.0,2.0,0.0,0.0,0.0,207.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,8,1,3,1,2,0,0
0,100.0,69.3,3.0,176.0,593.0,31.0,30.0,1.0,0.0,0.0,29.0,157.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,8,3,9,1,1,0,1
0,0.0,0.0,0.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,5,1,2,0,2,0,0
0,0.0,0.0,17.0,15.0,3.0,6.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,4,1,1,1,1,0,0
0,100.0,75.58,635.0,293.0,87.0,32.0,112.0,37.0,0.0,0.0,7.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,2,9,1,1,0,1
0,0.0,33.333333333333336,165.0,222.0,238.0,155.0,109.0,0.0,0.0,10.0,0.0,203.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1,5,1,3,1,0,1,0
0,0.0,83.22222222222223,44.0,205.0,289.0,48.0,44.0,0.0,0.0,3.0,0.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1,5,2,0,0,0,0,0
0,12.5,80.0,5.0,29.0,26.0,24.0,28.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,5,0,9,1,5,0,1,0,0
0,0.0,88.88888888888889,18.0,89.0,205.0,24.0,20.0,0.0,0.0,4.0,0.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1,6,2,8,0,0,1,1
0,0.0,0.0,0.0,14.0,28.0,7.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0,0,2,0,3,1,0
0,100.0,80.25,211.0,474.0,1754.0,35.0,469.0,57.0,16.0,0.0,5.0,1093.0,0.0,0.0,33.0,11.0,0.0,187.0,1.0,0.0,0.0,6.0,5,1,1,2,5,0,3,0,1
1,100.0,88.25,345.0,334.0,771.0,18.0,267.0,22.0,11.0,0.0,0.0,570.0,7.0,0.0,10.0,8.0,0.0,12.0,3.0,0.0,0.0,0.0,5,0,8,2,7,0,3,0,1
1,75.0,82.66666666666667,363.0,529.0,1719.0,43.0,447.0,56.0,21.0,0.0,0.0,596.0,3.0,0.0,10.0,17.0,0.0,42.0,15.0,0.0,0.0,0.0,5,1,4,4,0,0,3,0,1
0,0.0,0.0,126.0,72.0,5.0,28.0,43.0,16.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,6,1,8,1,1,0,0
2,160.0,53.859375,237.0,452.0,106.0,94.0,571.0,35.0,0.0,266.0,7.0,0.0,0.0,0.0,0.0,0.0,5.0,66.0,0.0,0.0,0.0,0.0,3,0,5,1,2,1,3,0,1
0,5.0,55.0,19.0,4.0,3.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,3,1,1,0,2,0,0
0,18.0,76.0,22.0,68.0,5.0,45.0,21.0,7.0,0.0,0.0,0.0,151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,3,2,9,1,1,0,0
