status,credit_history,purpose,savings,employment_duration,installment_rate,personal_status_sex,other_debtors,present_residence,property,other_installment_plans,housing,number_credits,job,people_liable,telephone,foreign_worker,duration,amount,age,credit_risk
0,2,9,0,1,2,1,0,3,1,2,0,0,2,1,0,1,48,4308,24,0
3,4,3,4,4,2,2,0,1,2,2,1,1,2,0,1,1,30,3077,40,1
3,3,5,3,4,3,2,0,3,3,2,2,1,2,0,0,1,12,1555,55,0
3,4,6,0,3,1,2,0,2,0,2,1,0,1,0,0,1,12,2096,49,1
2,2,3,0,2,3,2,0,1,2,2,1,0,2,1,0,1,36,4210,26,0
0,2,2,4,1,0,1,0,1,1,2,1,0,2,1,1,0,24,7721,30,1
0,4,2,0,2,3,1,0,2,1,2,0,1,2,1,0,1,15,1433,25,1
0,2,3,0,3,2,2,0,3,0,2,1,0,2,1,0,1,9,1364,59,1
3,2,1,4,0,1,1,0,3,1,2,0,0,3,1,1,1,24,5433,26,1
1,2,3,0,2,0,1,0,0,2,2,1,0,2,1,1,1,12,1567,22,1
0,4,1,0,4,3,2,0,3,3,2,2,1,3,1,0,1,12,1526,66,1
0,2,3,3,1,3,1,0,1,2,0,1,0,2,1,0,1,21,3357,29,1
1,4,10,0,2,1,2,1,2,2,2,1,1,3,0,1,1,24,11938,39,0
3,4,9,4,4,3,2,0,3,3,2,0,0,1,1,0,1,12,1264,57,1
1,2,0,1,3,1,2,0,2,2,0,1,1,2,1,1,1,24,3512,38,1
1,2,2,4,3,1,2,0,0,2,2,1,0,2,1,1,1,9,2030,24,1
1,1,1,0,0,0,2,0,1,3,0,2,0,3,1,1,1,42,9283,55,1
3,4,3,4,4,3,2,0,3,3,2,2,1,2,1,0,1,6,700,36,1
1,2,6,0,3,2,2,0,0,2,2,1,1,2,0,0,1,36,2273,32,1
3,3,2,2,3,1,1,0,3,2,2,1,1,2,1,1,1,36,7678,40,1
3,2,2,0,4,3,2,0,1,0,2,1,1,2,1,0,1,21,2241,50,1
1,4,2,0,4,2,1,0,3,1,2,1,0,2,1,1,0,18,3612,37,1
3,2,1,3,2,1,1,0,3,2,2,0,0,2,1,1,1,24,2603,28,1
1,2,0,4,2,0,2,0,3,3,0,2,0,2,1,1,1,36,12389,37,0
1,4,0,1,1,3,0,0,1,2,2,1,0,2,1,1,1,24,3878,37,1
1,3,0,0,0,3,2,0,3,1,2,1,0,3,1,1,1,6,1209,47,0
0,4,10,0,4,2,2,0,3,3,0,2,1,3,0,1,1,8,1164,51,1
3,2,4,4,1,3,1,0,0,0,2,1,0,2,1,0,1,15,874,24,1
1,4,2,0,3,3,2,0,2,2,2,0,0,2,1,1,1,9,1919,35,1
3,2,2,4,3,0,1,0,3,0,0,0,0,1,1,0,1,15,2186,33,1
3,3,1,0,1,0,1,0,1,1,2,1,1,1,1,0,1,15,3594,46,1
0,2,3,0,1,3,3,0,1,0,2,1,0,2,1,0,0,15,1053,27,1
3,4,0,0,3,1,2,0,1,1,0,1,1,2,1,0,1,18,2775,31,0
0,3,3,0,3,2,2,0,1,1,0,1,1,2,0,1,1,42,4370,26,0
0,2,2,0,2,1,0,0,1,0,2,0,0,1,1,0,1,24,3021,24,1
3,4,2,0,1,1,1,0,3,1,2,0,1,1,1,0,1,12,1258,22,1
3,2,9,0,3,3,2,0,0,0,2,1,0,2,1,1,1,24,1258,25,1
3,4,6,0,2,3,2,0,1,2,2,1,1,2,1,0,1,12,701,32,1
3,4,1,0,3,2,2,0,1,2,2,1,1,3,1,1,1,33,7253,35,1
0,2,2,4,4,3,2,0,3,1,2,1,0,2,1,0,1,30,6350,31,0
3,2,2,0,1,0,1,0,3,1,2,1,0,2,1,0,1,6,4611,32,0
1,2,3,0,4,3,2,0,3,2,2,1,1,1,1,0,1,9,1082,37,1
3,2,2,0,4,0,2,0,3,2,2,1,0,2,1,0,1,9,1313,20,1
3,2,3,4,2,3,3,0,1,0,2,0,0,2,1,1,1,15,1386,40,1
2,4,0,1,4,1,0,0,3,2,2,1,1,2,0,1,1,6,1323,28,1
2,2,3,0,2,2,1,0,1,0,2,1,0,1,1,0,1,9,745,28,0
0,1,1,0,2,0,1,2,3,2,0,0,0,2,1,0,0,24,3632,22,1
3,3,9,0,1,1,2,0,1,2,0,1,1,2,1,1,1,24,8648,27,0
1,4,3,0,4,3,2,0,1,1,2,1,1,1,1,0,1,24,1743,48,1
3,2,3,2,4,3,2,0,2,1,1,1,0,2,1,1,1,15,1213,47,1
1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,0,1,6,931,32,0
3,2,0,0,2,3,0,0,1,0,2,1,0,1,1,0,1,12,640,49,1
0,4,0,0,2,2,1,1,1,0,2,1,1,2,1,0,1,12,3499,29,0
0,2,8,0,3,3,3,0,3,1,2,0,0,2,1,0,1,12,902,21,0
1,2,3,4,4,1,1,0,3,2,2,1,0,2,1,1,1,24,5084,42,1
3,2,2,0,2,3,2,0,3,3,0,2,1,2,1,0,1,18,1984,47,1
1,2,0,0,3,1,2,0,1,2,2,1,0,2,1,0,1,12,6078,32,1
0,4,2,0,0,3,2,0,3,3,2,2,2,3,1,1,1,6,1872,36,1
3,2,0,2,2,2,2,0,1,3,2,0,0,1,0,0,0,10,1597,40,1
3,4,0,0,2,0,2,0,3,1,2,1,1,1,1,0,1,11,7228,39,1
0,1,6,0,4,3,1,0,3,3,2,2,0,2,1,0,1,6,1198,35,0
1,0,0,0,1,1,1,0,0,0,2,0,1,0,1,0,1,15,1778,26,0
0,2,2,0,4,3,2,0,1,1,2,0,0,3,1,1,1,24,3345,39,0
1,2,9,0,2,1,3,0,0,0,0,1,0,2,1,1,1,9,1391,27,1
3,4,0,0,3,1,2,0,0,0,2,1,2,1,0,0,1,4,1455,42,1
3,2,1,4,2,1,0,0,3,3,2,2,0,2,1,1,1,24,9277,48,1
3,2,1,4,2,1,2,0,0,1,2,1,0,2,1,1,1,18,3378,31,1
3,2,3,2,4,2,0,0,1,2,2,1,0,3,1,1,1,24,3235,36,1
3,2,1,1,3,2,1,0,3,2,2,1,0,2,1,0,1,24,3488,23,1
1,2,5,0,2,3,2,0,1,2,2,1,0,2,1,0,1,12,639,30,0
1,4,3,0,1,3,2,2,3,0,2,1,1,2,1,0,1,13,882,23,1
1,2,0,4,0,0,2,0,1,1,2,1,0,0,1,1,1,6,14555,23,0
0,2,3,0,1,3,2,0,2,2,2,1,0,2,1,0,1,42,3965,34,0
1,2,3,2,2,2,0,0,0,2,2,1,0,2,1,1,1,12,1158,26,1
3,2,3,0,2,0,2,0,1,0,2,1,0,2,0,0,1,9,2697,32,1
0,2,0,4,0,3,1,0,2,1,2,1,0,3,1,1,1,6,1374,75,1
3,2,3,4,3,3,2,0,2,2,1,1,0,2,1,1,1,48,10222,37,1
3,4,1,4,4,0,2,0,3,2,2,1,1,2,1,0,1,30,7596,63,1
1,2,3,2,1,0,3,0,2,0,2,0,0,2,1,0,1,18,3213,25,1
3,2,2,2,2,0,2,0,1,2,2,1,0,2,1,1,1,6,2978,32,1
3,2,9,3,4,0,0,0,1,0,2,1,0,2,1,1,1,11,2142,28,1
2,2,9,0,3,1,2,0,3,1,2,0,0,2,1,1,1,15,2687,26,1
1,2,3,0,2,1,1,2,2,0,2,1,0,2,1,0,1,6,753,64,1
1,2,3,0,4,3,2,0,2,2,2,1,0,2,0,0,1,15,802,37,0
3,2,3,1,2,3,2,0,3,2,2,0,0,3,1,1,1,24,1901,29,1
1,2,0,0,3,2,2,0,2,0,2,0,0,1,1,0,1,18,6260,28,1
0,4,1,0,4,2,2,0,3,3,2,2,2,3,0,1,1,30,10623,38,1
1,3,2,0,0,3,2,0,0,1,1,1,1,3,1,1,0,6,1050,35,1
3,2,4,0,1,0,1,0,3,0,2,0,0,2,1,1,1,9,1236,23,1
2,2,3,0,3,3,2,0,1,2,0,1,0,2,1,0,1,24,5152,25,1
1,4,0,0,1,3,0,0,3,2,2,1,1,2,1,0,1,36,2820,27,0
3,4,9,4,4,3,2,0,3,0,2,1,1,2,1,0,1,36,6304,36,1
3,3,1,4,3,2,2,0,1,2,1,1,0,3,0,1,1,36,8947,31,1
3,4,2,0,3,3,2,0,2,1,2,1,1,2,1,0,1,24,1585,40,1
0,2,1,0,4,2,2,0,3,3,2,2,0,2,1,1,1,12,3386,35,0
3,2,6,0,2,3,2,0,3,3,1,2,0,2,1,1,1,36,1819,37,0
0,2,3,0,3,0,3,2,0,0,2,1,1,2,1,1,1,48,6999,34,0
0,2,0,0,1,3,1,0,2,2,2,0,0,2,1,1,1,18,1216,23,0
0,0,2,0,2,2,2,0,3,3,2,2,1,2,0,0,1,48,7119,53,0
3,4,3,0,3,2,2,1,1,2,2,1,0,2,1,0,1,30,5954,38,1
0,1,3,0,2,3,1,0,3,0,0,1,0,1,1,0,1,12,626,24,0
0,2,0,0,2,3,1,0,1,0,2,1,0,1,1,0,1,12,1228,24,0
0,4,0,0,2,0,2,0,1,0,2,1,1,1,0,0,1,11,3939,40,1
3,2,6,0,1,0,1,0,1,3,2,1,0,2,1,0,1,6,1538,56,1
3,2,0,1,1,3,3,0,2,0,2,1,0,2,1,1,1,24,1474,33,1
1,0,9,0,4,1,1,0,3,3,1,2,1,3,1,1,1,27,8318,42,0
3,4,0,2,2,1,2,0,1,3,2,2,0,2,1,0,1,48,10127,44,0
1,2,3,1,1,1,2,0,0,2,2,1,0,2,1,0,1,24,2896,29,1
1,2,9,0,4,1,1,0,3,1,2,1,0,2,0,0,1,21,1188,39,0
3,2,5,4,4,3,2,0,3,1,2,1,3,2,0,1,1,27,5190,48,1
1,3,0,0,2,0,0,0,3,1,2,1,1,2,1,0,1,21,2353,47,1
1,2,2,4,1,3,1,0,2,0,2,0,0,2,1,0,1,18,1924,27,0
0,2,3,0,2,2,1,0,1,2,2,1,0,2,1,1,1,48,6758,31,0
3,4,3,3,2,3,1,0,0,0,2,1,1,1,1,0,1,24,1516,43,1
0,2,2,0,4,3,1,0,3,1,2,0,0,2,1,0,1,12,652,24,1
2,1,9,0,1,3,1,0,0,0,0,1,0,0,1,0,1,12,609,26,0
3,3,3,0,2,2,1,0,1,0,2,1,0,2,1,0,1,6,935,24,1
2,4,0,2,3,3,3,0,1,0,2,1,2,2,1,1,1,12,939,28,0
3,2,3,4,2,3,2,0,3,3,2,2,0,2,1,1,1,12,2279,37,1
1,1,9,1,3,3,2,0,1,2,2,1,0,2,1,0,1,48,3566,30,1
3,4,3,0,4,1,2,0,1,3,2,1,1,2,1,0,1,12,1934,26,1
1,2,2,0,1,0,1,0,1,2,0,1,0,2,1,1,1,48,9960,26,0
3,3,2,1,3,3,2,0,2,0,2,1,1,3,1,0,1,21,1591,34,1
3,2,6,0,4,3,2,0,3,1,0,1,2,2,0,1,1,12,1393,47,1
0,2,3,0,2,3,3,0,2,0,2,1,0,2,1,0,1,18,1345,26,0
1,2,3,1,2,3,2,2,3,1,2,0,0,2,1,0,1,45,3031,21,0
0,4,3,4,4,3,2,0,3,0,2,1,1,2,1,1,1,6,1169,67,1
1,4,2,0,1,1,2,0,1,0,2,1,1,1,1,0,1,18,1928,31,0
3,2,3,0,2,2,2,0,1,2,2,1,0,2,1,0,1,12,1262,25,1
3,2,2,0,1,3,3,1,0,1,2,1,0,1,0,0,1,18,1533,43,0
0,4,6,0,2,3,2,0,2,3,0,1,0,2,1,1,1,40,5998,27,0
3,4,5,0,2,3,0,0,1,0,2,1,1,2,1,1,1,24,2058,33,1
0,1,0,4,2,3,2,0,1,1,0,1,1,1,0,0,1,21,1647,40,0
1,0,3,0,2,3,1,0,0,2,2,1,0,2,1,1,1,36,3804,42,0
0,2,3,4,3,3,1,0,2,2,2,1,0,3,1,1,1,42,7174,30,0
0,2,3,0,2,3,2,0,3,3,2,2,0,2,1,1,1,45,1845,23,0
3,2,2,0,3,1,1,0,3,1,2,0,0,2,1,1,1,24,3972,25,1
0,3,0,0,0,3,2,0,1,0,2,2,1,2,0,0,1,24,1333,43,0
3,4,1,4,3,1,2,0,0,3,2,2,1,2,1,1,1,48,8858,35,1
0,2,0,4,3,3,1,0,3,3,2,0,0,2,1,0,1,24,1285,32,0
0,4,0,0,4,0,1,0,3,0,0,0,2,2,1,1,1,18,3966,33,0
0,0,0,0,4,3,2,0,2,2,2,0,1,2,0,0,1,15,950,33,0
0,2,2,0,4,1,1,0,0,1,0,1,0,2,1,1,1,6,428,49,1
0,2,0,1,2,2,2,0,3,2,2,1,0,1,0,1,1,18,4380,35,1
2,2,2,0,1,0,1,0,0,1,1,1,0,1,1,0,1,18,3049,45,1
1,3,0,0,2,1,1,0,1,1,2,0,0,2,1,0,1,36,7432,54,1
1,4,0,3,2,3,1,0,3,2,2,1,1,2,1,0,1,11,1322,40,1
0,4,2,0,4,3,2,0,3,2,2,1,1,2,0,1,1,15,1478,44,1
1,3,0,1,4,3,2,0,2,3,2,2,0,2,1,0,1,36,2862,30,1
0,4,0,0,4,1,2,0,3,3,2,2,2,3,1,1,1,18,5302,36,1
1,4,2,0,3,1,2,0,1,1,2,1,0,2,1,0,1,30,8386,49,0
1,2,3,0,2,3,1,2,3,0,2,1,0,1,0,0,1,18,1113,26,1
3,2,2,2,4,3,2,0,2,3,2,0,0,2,1,1,1,24,3062,32,1
3,4,3,4,4,0,2,1,3,0,2,1,0,2,1,1,1,12,2331,49,1
3,2,3,0,1,1,1,0,1,2,0,1,0,2,1,0,1,12,2171,29,1
3,2,3,0,1,3,1,0,3,1,2,1,0,2,1,1,1,24,3181,26,1
1,1,0,1,0,0,2,0,1,1,1,1,0,3,0,1,1,15,6850,34,0
1,2,3,4,1,3,2,0,0,1,2,1,0,2,1,0,1,15,1444,23,1
1,2,3,0,2,1,2,2,1,0,2,1,0,2,1,0,0,7,2576,35,1
1,2,10,0,2,1,2,1,2,2,0,1,1,3,1,1,1,24,11328,29,0
3,0,0,4,2,0,1,0,3,1,0,1,1,2,1,1,1,21,5003,29,0
3,4,3,0,0,3,1,0,3,2,2,1,1,0,1,0,1,18,1098,65,1
0,3,9,0,4,2,2,0,3,3,2,1,1,2,1,1,1,60,6836,63,0
3,4,0,0,4,3,2,0,0,0,2,1,1,1,0,0,1,12,1495,38,1
1,2,0,0,0,1,2,0,3,3,0,2,0,3,1,1,1,10,7308,70,1
1,2,3,4,4,3,2,0,3,1,2,1,0,2,1,0,1,6,368,38,1
3,2,3,0,4,3,2,0,1,2,2,1,0,2,1,0,1,36,3595,28,1
3,4,3,4,2,0,2,0,1,0,2,1,1,2,0,0,1,9,3074,33,1
1,2,1,4,4,3,2,0,3,3,0,2,0,2,1,1,1,24,2760,36,1
3,2,6,4,2,1,2,0,3,3,2,2,0,1,0,1,1,36,9055,35,1
0,2,2,0,2,1,2,1,1,1,2,1,0,1,0,0,1,12,3590,29,1
3,4,1,3,4,2,2,0,3,3,2,0,1,2,1,1,1,15,3368,23,1
0,4,1,0,3,3,2,0,3,2,2,1,1,2,1,1,1,36,9629,24,0
2,2,2,0,1,3,1,0,1,1,2,1,0,2,1,0,1,10,1275,23,1
1,2,0,1,1,3,1,0,1,1,0,1,0,1,1,0,1,12,836,23,0
3,3,9,1,2,0,2,0,1,0,2,1,1,1,1,0,1,6,1743,34,1
3,4,3,2,4,3,2,0,3,1,2,1,1,2,0,1,1,12,522,42,1
2,1,3,3,2,2,1,0,2,0,2,0,1,2,1,0,1,12,409,42,1
1,0,9,0,2,0,2,0,3,0,2,1,2,1,1,1,1,24,4241,36,0
0,4,2,0,2,2,3,0,1,1,2,1,1,2,1,1,1,36,2348,46,1
1,2,2,1,1,3,2,1,0,3,2,0,0,3,1,1,1,36,9034,29,0
1,2,0,0,3,2,2,0,3,1,2,0,0,2,0,1,1,12,2002,30,1
0,2,0,0,1,3,1,0,0,1,2,1,0,2,1,0,1,24,3123,27,0
3,2,9,0,2,1,3,0,1,0,2,1,0,2,1,1,1,12,1076,26,1
0,2,2,4,4,1,0,0,3,1,2,1,0,1,1,1,1,12,1262,49,1
0,2,1,4,4,3,2,0,3,3,0,2,0,2,0,1,1,24,2964,49,1
1,3,6,0,4,3,2,0,3,3,2,2,0,2,1,0,1,48,6224,50,0
0,2,0,0,1,2,1,0,0,0,0,1,0,1,1,0,1,12,1274,37,0
1,0,1,1,4,2,3,0,3,2,0,1,1,2,1,1,1,20,6148,31,1
1,2,3,0,1,2,3,0,2,0,2,1,0,1,1,0,0,6,590,26,1
0,4,0,0,2,3,2,0,1,1,2,1,1,2,1,0,1,12,2121,30,1
0,2,0,0,2,2,2,0,1,2,2,1,0,1,1,0,1,28,4006,45,0
3,4,0,3,4,3,1,0,3,0,2,1,1,2,1,1,1,24,1287,37,1
3,2,0,4,4,3,2,0,2,2,2,1,0,2,1,1,1,12,2390,50,1
3,4,3,0,2,3,1,0,1,2,2,1,0,1,1,0,1,15,1459,43,1
2,4,0,4,3,3,2,0,1,0,0,1,1,1,0,0,1,24,1344,37,0
0,2,1,0,3,3,2,0,2,1,2,1,0,2,0,0,1,48,4788,26,1
3,4,2,0,0,1,2,0,2,2,2,1,0,3,1,0,1,9,2406,31,1
1,0,9,1,2,3,1,0,3,2,2,0,1,1,1,0,1,30,4280,26,0
3,4,2,0,2,3,1,0,1,3,2,1,1,2,1,0,1,18,1817,28,1
1,2,2,1,4,3,2,0,3,3,2,2,0,2,1,0,1,24,3069,30,1
2,2,3,1,4,1,0,0,3,0,2,1,0,2,1,0,1,9,1126,49,1
1,3,9,1,4,0,0,0,1,2,0,1,1,2,0,0,1,6,1449,31,1
1,2,9,0,1,3,1,0,0,1,2,1,0,2,0,1,1,27,2528,32,1
1,2,3,0,1,3,3,0,2,2,2,0,0,3,1,1,1,6,2063,30,1
3,4,3,0,2,3,1,0,1,2,2,1,0,2,1,1,1,30,2831,33,1
2,1,3,4,3,3,2,0,3,2,0,1,0,1,1,0,1,18,1445,49,1
0,4,9,0,4,3,2,0,3,2,1,1,3,3,0,1,1,27,2442,43,1
3,4,3,0,2,3,2,0,1,2,2,1,1,2,1,0,1,18,1800,24,1
3,4,3,0,4,3,2,0,1,2,2,1,1,2,1,0,1,28,2743,29,1
1,2,0,0,4,0,0,0,0,0,2,0,1,2,1,0,1,12,1223,46,0
3,2,3,0,3,3,2,0,1,2,2,1,0,2,1,0,1,9,1478,22,0
0,1,2,0,2,3,2,0,2,2,0,1,0,2,1,0,1,18,1553,44,0
1,2,1,0,2,0,1,0,3,2,2,0,1,3,1,0,1,24,11560,23,0
0,4,6,0,2,2,1,0,1,3,2,1,1,3,1,1,1,36,8065,25,0
3,4,3,1,4,2,2,0,3,0,2,1,0,2,0,1,1,24,2872,36,1
0,4,9,0,1,2,2,0,0,1,0,1,1,1,1,0,1,13,1797,28,1
0,2,1,2,0,0,1,0,1,1,2,0,0,0,1,1,1,6,1352,23,1
0,1,3,0,2,3,0,0,0,3,2,2,0,2,1,0,1,12,2149,29,0
0,2,3,0,0,3,2,0,1,2,1,1,0,3,0,0,1,24,1823,30,0
3,2,4,2,2,0,0,0,3,0,2,1,0,2,1,0,1,6,1338,62,1
0,1,2,0,4,3,2,0,3,2,0,1,0,2,1,0,1,36,2746,31,0
3,2,0,4,4,3,2,1,1,1,2,1,0,1,1,0,0,10,1287,45,1
2,0,9,0,1,1,0,0,0,1,2,1,1,2,1,0,1,42,6289,33,1
0,2,2,0,2,1,2,0,1,2,2,1,0,2,1,0,1,18,2462,22,0
1,4,6,3,4,3,2,0,2,3,2,2,1,2,0,0,1,9,1136,32,0
1,0,0,1,1,2,1,0,2,2,2,1,1,2,1,0,1,18,2278,28,0
0,4,1,0,4,3,2,0,3,3,2,2,1,2,1,1,1,48,6331,46,0
0,4,1,0,0,1,2,0,3,3,2,2,1,3,1,1,1,24,6615,75,1
1,1,6,0,3,3,1,0,3,3,0,2,0,1,1,0,1,24,1837,34,0
1,2,3,0,3,3,2,0,3,0,2,1,1,2,1,0,1,48,3060,28,0
1,2,2,0,2,3,1,0,0,1,2,1,0,2,1,0,1,9,918,30,0
2,2,3,0,2,3,2,1,1,0,2,1,0,2,1,0,1,18,2100,37,0
0,2,0,1,4,2,2,0,1,1,2,1,0,2,1,1,1,6,1203,43,1
3,2,0,2,4,3,2,0,3,1,2,1,0,2,1,0,1,36,909,36,1
3,2,2,0,1,1,1,1,1,2,2,0,1,2,1,0,1,9,1980,19,0
3,3,9,0,3,2,2,0,3,2,2,1,1,2,1,0,1,27,5117,26,1
3,2,3,0,3,1,3,0,1,0,2,0,0,2,1,0,1,6,2108,29,1
1,4,0,2,3,2,0,0,2,2,2,1,0,3,1,1,1,12,2366,36,1
0,2,0,0,2,3,3,0,2,0,2,1,0,1,1,0,1,12,1168,27,1
3,2,1,1,4,3,2,0,1,2,2,1,0,3,1,1,1,39,8588,45,1
1,2,0,0,1,2,1,0,3,2,2,1,0,1,1,1,1,24,1355,25,0
0,4,0,0,3,3,1,0,2,1,2,1,1,2,1,0,1,6,609,37,1
1,2,3,0,4,3,3,2,1,0,2,1,0,1,1,0,1,18,1301,32,1
0,2,4,0,1,3,1,0,0,0,2,1,0,2,1,0,1,6,343,27,1
3,3,9,0,2,3,3,0,1,2,2,1,0,2,1,1,1,18,2169,28,0
3,2,2,2,2,3,1,0,3,2,2,0,0,1,1,0,1,12,1123,29,0
0,2,1,0,2,3,0,0,3,1,2,1,0,3,1,1,1,30,3857,40,1
3,2,3,2,4,2,2,0,1,2,0,1,1,2,1,1,1,24,2397,35,0
0,4,3,0,2,3,2,0,3,0,2,1,1,1,1,0,1,9,1138,25,1
2,2,3,0,2,2,3,0,0,2,2,1,0,2,1,0,1,12,3016,24,1
1,3,9,1,4,3,2,0,1,1,1,1,1,2,1,0,1,30,2503,41,1
3,2,3,1,0,1,1,0,3,0,2,1,0,2,1,0,1,13,1409,64,1
1,2,9,0,2,3,2,0,1,2,2,1,0,2,0,1,1,27,3915,36,0
3,4,6,0,2,0,2,0,2,3,0,2,0,2,1,1,1,48,6110,31,1
2,2,0,0,4,2,1,0,1,2,2,1,0,3,1,0,1,18,1961,23,1
0,2,3,0,4,2,2,0,3,0,2,1,0,1,1,0,1,10,2315,52,1
3,2,1,4,3,1,1,0,3,1,1,0,0,1,1,0,1,30,4811,24,1
3,4,3,3,4,3,2,0,3,2,2,1,1,2,1,0,1,18,1582,46,1
0,2,2,0,2,3,2,0,3,1,2,1,0,2,1,0,1,24,4169,28,1
3,2,1,4,1,0,1,0,3,2,2,0,0,2,1,0,1,12,4675,20,1
0,0,5,0,3,3,2,0,2,0,2,1,1,2,1,0,1,12,1108,28,0
3,4,2,2,2,3,2,0,3,0,2,1,1,2,1,1,1,42,4041,36,1
0,2,2,3,2,3,2,0,1,2,2,1,0,2,1,0,1,18,2659,28,1
3,4,1,1,2,1,1,0,3,2,2,0,1,1,1,0,1,48,11590,24,0
1,1,1,0,4,1,1,0,3,3,0,2,0,3,0,1,1,9,5129,74,0
3,2,9,4,4,2,2,0,1,1,2,1,1,2,1,0,1,36,7409,37,1
2,4,0,0,4,3,2,0,3,3,2,2,1,2,1,1,1,10,781,63,1
3,4,3,0,4,1,3,0,1,0,2,0,1,2,1,0,1,6,1740,30,1
0,4,1,0,4,3,2,0,3,1,2,1,1,2,1,1,1,24,2957,63,1
0,2,3,1,3,3,3,0,0,1,2,1,0,2,1,0,1,12,674,20,0
0,2,1,0,3,3,2,0,3,3,2,2,2,2,0,1,1,48,10297,39,0
0,4,2,0,2,3,1,0,3,0,2,0,1,2,1,0,1,18,2124,24,0
1,4,0,0,3,1,2,0,2,0,2,1,1,1,0,0,1,12,958,47,1
0,2,0,0,3,3,2,0,3,3,2,2,0,2,0,0,1,48,3931,46,0
1,2,0,4,2,3,1,0,1,1,2,1,0,2,1,0,1,18,1042,33,0
0,2,10,0,0,1,0,1,2,2,2,1,0,3,1,0,1,36,15857,43,1
1,3,3,1,1,3,2,0,2,3,1,1,1,3,1,0,1,30,1919,30,0
1,0,0,2,1,0,1,0,0,2,2,1,1,2,1,0,1,48,8358,30,1
1,2,2,1,2,1,1,1,3,2,0,0,0,2,1,0,1,30,3441,21,0
0,2,6,0,2,3,2,0,3,2,2,0,0,1,0,0,1,12,684,40,0
1,0,9,0,4,3,2,0,3,3,2,2,0,3,1,1,1,36,1953,61,0
0,2,0,3,2,0,2,0,2,1,2,1,0,2,0,0,1,12,3651,31,1
3,2,9,1,2,2,1,0,3,1,2,0,0,1,1,0,1,18,1568,24,1
1,4,1,1,0,2,2,0,3,2,2,1,0,2,1,0,1,45,4576,27,1
1,4,2,0,4,0,2,0,3,2,2,0,2,2,1,1,1,12,3617,28,1
1,4,1,0,0,3,2,0,1,2,2,1,1,3,1,1,1,12,1860,34,1
0,4,0,0,4,0,1,0,3,3,2,1,1,2,1,1,1,6,860,39,1
1,2,3,0,1,3,1,0,1,2,2,1,0,2,1,1,1,9,1670,22,0
2,2,3,0,2,3,2,0,0,2,2,1,0,2,1,0,1,36,5848,24,1
1,3,9,4,2,3,2,0,3,3,2,2,0,2,0,1,1,48,6681,38,1
1,2,0,0,3,3,2,0,1,3,2,1,0,3,1,1,1,60,14027,27,0
0,2,3,0,2,3,0,0,3,2,2,0,0,2,1,0,1,36,2302,31,0
1,1,10,1,4,2,1,0,3,3,0,2,1,3,1,1,1,60,14782,60,0
0,2,3,0,4,3,2,0,3,0,2,1,0,1,1,0,1,12,709,57,0
0,2,0,0,0,0,1,0,3,2,2,0,0,2,1,0,1,15,2511,23,1
3,4,2,3,1,3,2,0,1,0,1,1,1,1,0,1,1,27,4526,32,1
2,2,3,1,4,3,1,0,1,3,2,2,0,2,1,1,1,24,1377,47,1
3,4,3,2,2,1,3,0,1,1,2,1,1,1,1,0,1,15,1316,47,1
0,2,2,4,2,1,3,0,3,2,2,1,0,2,1,0,1,24,2996,20,0
1,2,1,0,2,1,2,0,1,2,2,0,0,3,1,1,1,36,6948,35,1
3,2,3,1,3,1,1,0,3,0,2,1,0,2,1,1,1,60,10144,21,1
1,2,1,4,0,0,0,0,3,0,2,1,0,3,1,1,1,20,6468,60,1
3,2,8,4,3,3,1,0,2,1,2,1,0,2,1,1,1,10,894,40,1
0,2,3,0,1,3,1,0,3,0,2,1,0,2,1,1,1,24,2439,35,0
0,2,3,0,2,1,2,0,1,0,2,0,0,3,0,1,1,12,1107,20,1
2,4,6,0,2,1,1,0,3,1,2,1,0,1,1,0,1,6,1047,50,1
2,3,9,0,4,3,2,0,3,0,2,1,0,3,1,1,1,30,1908,66,0
3,2,3,0,2,3,2,0,1,0,0,1,1,2,1,0,1,12,707,30,1
1,4,3,0,3,1,2,2,1,0,2,1,1,2,1,0,1,39,4933,25,0
1,2,3,1,2,3,1,1,3,3,2,2,0,2,1,0,1,36,2671,50,0
2,2,0,3,1,1,3,0,1,0,2,1,0,0,1,0,0,6,709,27,1
0,4,0,0,2,3,2,0,3,1,0,1,1,1,1,0,0,12,2171,38,1
1,1,0,1,3,1,2,0,2,3,2,1,0,2,1,0,1,9,1437,29,0
0,4,1,0,4,1,1,0,3,3,2,2,1,3,0,1,1,24,6419,44,1
1,0,9,0,2,1,2,0,1,2,1,1,0,2,1,1,1,48,14421,25,0
0,2,2,0,2,1,1,1,2,1,2,1,0,2,1,0,1,12,1620,30,1
1,2,5,0,4,3,2,0,3,2,2,1,1,1,1,0,1,15,1308,38,1
1,2,3,4,2,3,1,0,0,2,2,1,0,2,1,0,1,30,1715,26,1
1,2,1,0,2,0,3,0,2,2,2,0,0,2,1,1,1,18,2779,21,1
1,4,3,4,4,3,2,2,3,0,2,1,1,2,1,1,1,15,1537,50,1
0,2,2,0,2,2,2,0,1,0,2,1,0,2,1,0,1,9,2136,25,1
0,2,0,4,2,3,3,0,1,2,2,1,0,2,1,0,1,12,900,23,0
3,2,0,0,4,3,2,0,3,2,2,1,0,3,1,1,1,12,1884,39,1
